shoulder_pan.pos,shoulder_lift.pos,elbow_flex.pos,wrist_flex.pos,wrist_roll.pos,gripper.pos
8.064805030822754,-44.61643981933594,48.69879150390625,67.45606994628906,7.662267684936523,14.59356689453125
7.917097568511963,-41.56284713745117,50.88998794555664,67.93233489990234,7.716090202331543,14.57052230834961
11.940589904785156,-44.51483917236328,46.255889892578125,67.53853607177734,7.644515037536621,14.691442489624023
12.02720832824707,-45.02916717529297,46.7008056640625,67.43539428710938,7.652141571044922,14.870989799499512
12.185653686523438,-46.15766143798828,47.300655364990234,67.43368530273438,7.675713539123535,14.931933403015137
12.630829811096191,-43.30878829956055,48.4727783203125,67.47982025146484,7.677088737487793,14.969021797180176
13.020476341247559,-42.90769577026367,49.04701232910156,67.48944854736328,7.682634353637695,14.992342948913574
13.92729663848877,-42.7431755065918,49.60650634765625,67.90396118164062,7.669041156768799,14.980446815490723
15.58626937866211,-41.28385925292969,48.220741271972656,68.25193786621094,7.670928001403809,14.97948169708252
16.553186416625977,-39.671607971191406,49.142127990722656,68.5461654663086,7.683824062347412,15.019429206848145
17.871429443359375,-40.12315368652344,49.432395935058594,68.61083984375,7.6758012771606445,15.015416145324707
17.993412017822266,-40.92281723022461,49.64884567260742,68.53913116455078,7.680057048797607,15.012693405151367
18.973743438720703,-39.75116729736328,50.060386657714844,68.59928894042969,7.682886123657227,15.021679878234863
19.191524505615234,-39.032493591308594,50.31954574584961,68.72196197509766,7.690936088562012,15.030083656311035
19.379480361938477,-39.99873352050781,48.759159088134766,68.74317932128906,7.683145046234131,15.018686294555664
19.166522979736328,-36.093074798583984,47.42053985595703,68.51010131835938,7.862539768218994,15.028182983398438
19.695068359375,-36.209877014160156,47.92456817626953,68.77777099609375,7.783519744873047,15.036540031433105
19.86011505126953,-37.252105712890625,48.897438049316406,68.85285186767578,7.723381042480469,15.025418281555176
20.331295013427734,-38.65226745605469,49.85074234008789,68.74909973144531,7.695293426513672,14.979331970214844
20.830156326293945,-37.15898132324219,50.52828598022461,68.58751678466797,7.710313320159912,15.03251838684082
20.3445987701416,-38.87559509277344,49.938232421875,68.83814239501953,7.691685676574707,15.0153169631958
20.408485412597656,-37.92536163330078,50.63628387451172,68.79378509521484,7.706483364105225,15.040736198425293
19.70077133178711,-36.84983444213867,50.9964599609375,68.64559936523438,7.709165096282959,15.054250717163086
18.11464500427246,-39.2930793762207,53.72886657714844,69.53804779052734,7.674868106842041,15.00085735321045
18.717708587646484,-36.74787902832031,51.9864501953125,68.96095275878906,7.701675891876221,15.040975570678711
18.67001724243164,-36.078453063964844,51.16351318359375,68.89016723632812,7.788773536682129,15.043949127197266
17.454017639160156,-39.58932876586914,48.97759246826172,69.22467041015625,7.652909278869629,14.93566608428955
18.06403923034668,-38.84244155883789,50.16916275024414,69.21800231933594,7.706310272216797,15.016761779785156
17.88962745666504,-38.194156646728516,49.96574020385742,69.02326965332031,7.689773082733154,15.020085334777832
