'shoulder_pan.pos', 'shoulder_lift.pos', 'elbow_flex.pos', 'wrist_flex.pos', 'wrist_roll.pos', 'gripper.pos'
12.785807609558105,-32.44221878051758,14.296945571899414,74.646728515625,8.374719619750977,14.611663818359375
12.97650146484375,-32.35991668701172,13.899372100830078,74.62115478515625,8.374232292175293,14.61168098449707
13.005382537841797,-32.38306427001953,13.627038955688477,74.6270751953125,8.374468803405762,14.61168098449707
13.178304672241211,-32.347984313964844,13.322921752929688,74.6320571899414,8.375127792358398,14.61168384552002
13.403995513916016,-32.31270217895508,12.972366333007812,74.6197280883789,8.376005172729492,14.611710548400879
13.5774507522583,-32.39970016479492,12.735403060913086,74.59844207763672,8.376629829406738,14.611709594726562
13.749168395996094,-32.36336135864258,12.59573745727539,74.5982894897461,8.377191543579102,14.611727714538574
13.969681739807129,-32.29017639160156,12.391239166259766,74.61557006835938,8.378329277038574,14.611712455749512
13.953390121459961,-32.320457458496094,12.213508605957031,74.59876251220703,8.379125595092773,14.611734390258789
14.32664680480957,-32.372657775878906,12.20956039428711,74.61776733398438,8.3804349899292,14.611711502075195
14.12554931640625,-32.380584716796875,12.063661575317383,74.6178207397461,8.380979537963867,14.611730575561523
14.085996627807617,-32.46086883544922,11.95958137512207,74.6153564453125,8.381494522094727,14.611734390258789
14.440074920654297,-32.40889358520508,11.990890502929688,74.62532806396484,8.382076263427734,14.611732482910156
14.389252662658691,-32.50277328491211,11.945545196533203,74.62674713134766,8.382607460021973,14.611730575561523
14.390459060668945,-32.55601501464844,12.070049285888672,74.6273193359375,8.383465766906738,14.611716270446777
14.60420036315918,-32.45708465576172,11.938817977905273,74.62992095947266,8.38365364074707,14.611729621887207
15.00566291809082,-32.571128845214844,12.04788589477539,74.63605499267578,8.384214401245117,14.611716270446777
14.776902198791504,-32.412296295166016,11.879867553710938,74.63548278808594,8.384669303894043,14.611726760864258
14.84947395324707,-32.49744415283203,11.927417755126953,74.64131164550781,8.384892463684082,14.611722946166992
14.95489501953125,-32.45069122314453,11.929571151733398,74.65177154541016,8.385334968566895,14.611719131469727
15.279452323913574,-32.4620475769043,11.967660903930664,74.6661376953125,8.385880470275879,14.611712455749512
15.191423416137695,-32.45709228515625,12.055652618408203,74.64154815673828,8.385828971862793,14.61173152923584
15.209676742553711,-32.41640090942383,11.960369110107422,74.65845489501953,8.38671588897705,14.611717224121094
15.196391105651855,-32.5390625,12.002737045288086,74.6385726928711,8.386860847473145,14.611708641052246
15.357240676879883,-32.41311264038086,11.943256378173828,74.64533996582031,8.386520385742188,14.61172103881836
15.534294128417969,-32.365291595458984,12.032020568847656,74.66061401367188,8.386574745178223,14.611715316772461
15.65030574798584,-32.406005859375,12.109846115112305,74.65180206298828,8.386490821838379,14.611720085144043
15.70691204071045,-32.27839279174805,12.079957962036133,74.67713928222656,8.386757850646973,14.611712455749512
15.66012954711914,-32.319305419921875,12.125795364379883,74.65641784667969,8.38723087310791,14.611710548400879
15.84537410736084,-32.291847229003906,12.030189514160156,74.66533660888672,8.387057304382324,14.611708641052246
15.883806228637695,-32.29298400878906,12.118240356445312,74.65276336669922,8.386576652526855,14.611703872680664
16.023427963256836,-32.313270568847656,12.154436111450195,74.64842987060547,8.386932373046875,14.611696243286133
16.048295974731445,-32.280704498291016,12.12762451171875,74.64923095703125,8.386590003967285,14.611700057983398
16.287399291992188,-32.261512756347656,12.146425247192383,74.64599609375,8.385880470275879,14.611713409423828
16.36333656311035,-32.236839294433594,12.266891479492188,74.6589584350586,8.385893821716309,14.611693382263184
16.356056213378906,-32.21805953979492,12.216127395629883,74.65333557128906,8.385887145996094,14.611685752868652
16.12215232849121,-32.22006607055664,12.283164978027344,74.64854431152344,8.386335372924805,14.611699104309082
16.304397583007812,-32.17334747314453,12.222719192504883,74.64783477783203,8.386199951171875,14.6116943359375
16.586347579956055,-32.18278884887695,12.226114273071289,74.65288543701172,8.38539981842041,14.611685752868652
16.458690643310547,-32.122222900390625,12.296791076660156,74.64035034179688,8.385344505310059,14.6116943359375
16.684276580810547,-32.17311477661133,12.33895492553711,74.63422393798828,8.385147094726562,14.611673355102539
16.606773376464844,-32.08744430541992,12.220691680908203,74.63516235351562,8.3851318359375,14.611690521240234
16.619491577148438,-32.12548828125,12.318405151367188,74.6336898803711,8.384783744812012,14.611680030822754
16.66933822631836,-31.989086151123047,12.205070495605469,74.62853240966797,8.384839057922363,14.61170768737793
16.8779296875,-32.0775032043457,12.36063003540039,74.62797546386719,8.384243965148926,14.611682891845703
16.81854820251465,-31.957887649536133,12.255765914916992,74.62104797363281,8.384428024291992,14.611688613891602
16.953102111816406,-31.952848434448242,12.221338272094727,74.62548828125,8.384170532226562,14.6116943359375
16.94784164428711,-31.994754791259766,12.305559158325195,74.61564636230469,8.384864807128906,14.611695289611816
16.96963119506836,-31.922607421875,12.303094863891602,74.63050079345703,8.384269714355469,14.611673355102539
17.06780242919922,-31.86105728149414,12.269824981689453,74.61531066894531,8.383553504943848,14.611682891845703
17.150039672851562,-31.773345947265625,12.200525283813477,74.62027740478516,8.384160995483398,14.611680030822754
17.0472412109375,-31.810211181640625,12.284183502197266,74.62060546875,8.384421348571777,14.611701965332031
